PrimaryDI|sizeType|size (Unit)|size (Value)|sizeText
f6721e50-bef3-4be2-8f4f-f326c5c595c1|Device Size Text, specify|""|""|Volume: 650 cc
0e7d0730-d66b-4d0c-a2a8-470c9f8b6e75|Device Size Text, specify|""|""|Volume: 600 cc
56a93e8f-0490-4c7a-9862-14818d989117|Device Size Text, specify|""|""|Volume: 340 cc
2fece7cb-627f-42a7-b76e-f2433a2acf0d|Device Size Text, specify|""|""|Volume: 225 cc
0af48904-b620-4e4d-8a05-728f7de7b928|Device Size Text, specify|""|""|Volume: 700 cc
afcda5b4-04fa-4053-ab2c-526454669772|Device Size Text, specify|""|""|Volume: 650 cc
8736e2aa-63c9-4b17-bcc8-afabb694804b|Device Size Text, specify|""|""|Volume: 600 cc
6be818fb-6f9c-4024-a07e-e16525e2a2d8|Device Size Text, specify|""|""|Volume: 470 cc
0c762a93-05ee-47d9-99c4-032047ae3728|Device Size Text, specify|""|""|Volume: 380 cc
9ae4d771-d6a4-4ed6-abe9-b797f1dd55e4|Device Size Text, specify|""|""|Volume: 350 cc
ad031da6-a921-4a37-adc4-4a4aaebfa2c9|Device Size Text, specify|""|""|Volume: 300 cc
f40d8b21-bb36-4a5a-9d5f-dd5da7b30427|Device Size Text, specify|""|""|Volume: 250 cc
9477c10f-39fd-427a-88c6-89e47899a82c|Device Size Text, specify|""|""|Volume: 230 cc
ec60ed47-ee63-4f88-8378-ee9ff2cbe295|Device Size Text, specify|""|""|290 cc
4634623e-7ce5-48e8-a2f6-a7ef3ab1e0b7|Device Size Text, specify|""|""|170 cc
e5843518-b1ee-4b00-8dba-2b9fcb781920|Device Size Text, specify|""|""|125 cc
57ab7339-da1c-4b3c-851e-ebe1bbd87f1c|Device Size Text, specify|""|""|800 cc
5a790165-1828-45a1-b4cb-d9aec2972eef|Device Size Text, specify|""|""|700 cc
7c1c92db-5f7d-4f18-88fb-a5472d08884f|Device Size Text, specify|""|""|560 cc
6b5f1f89-5694-4fd2-9e84-15e5cb3c3050|Device Size Text, specify|""|""|470 cc
da3757c6-08e0-4a4f-9c3b-15cab8df0437|Device Size Text, specify|""|""|225 cc
67ff5e52-7648-4c6d-aec6-49a3f8c6abe8|Device Size Text, specify|""|""|200 cc
ceca88b2-9a91-4ecf-950b-261560de1f81|Device Size Text, specify|""|""|560 cc
b76bdf91-5cb0-44b2-b6c9-d52b87257272|Device Size Text, specify|""|""|520 cc
bf3ac010-b831-406b-9f32-b633d49e82fc|Device Size Text, specify|""|""|415 cc
07ed29aa-a581-4407-afcc-4740b2bae618|Device Size Text, specify|""|""|445 cc
1be9fcc9-1a56-410d-878d-90abacba71bb|Device Size Text, specify|""|""|295 cc
6bc1ef91-2dd2-4160-9b85-63ffa1a0a414|Device Size Text, specify|""|""|210 cc
633b550e-f73b-4e8d-a828-8929c821df6c|Device Size Text, specify|""|""|540 cc
09e7b20f-6156-4982-94d1-c2d7b278e962|Device Size Text, specify|""|""|320 cc
a07ecfc8-f063-4432-99c2-666fa9034a33|Device Size Text, specify|""|""|280 cc
b9f40c6a-539a-43a8-bd2b-926c31d1b6c9|Device Size Text, specify|""|""|250 cc
521f3016-d676-4437-b7b4-cab9d88edb64|Device Size Text, specify|""|""|220cc
7ae39c9a-b632-4131-80d5-ee16e995ea5b|Device Size Text, specify|""|""|205 cc
c5875b74-32b7-45c4-8759-6eaf3ec478bd|Device Size Text, specify|""|""|165 cc 
bd34466b-9e2b-4786-8d25-c6421c2c0216|Device Size Text, specify|""|""|560 cc
0dbe4f7c-144f-408a-a2eb-dfe5587e0e39|Device Size Text, specify|""|""|510 cc
58b4c197-98d9-401b-b246-f602e07a6211|Device Size Text, specify|""|""|800 cc
603f57b0-3ec0-45e8-b24c-9eb44dbcb7bc|Device Size Text, specify|""|""|580 cc
f4566987-59b4-4a73-a7fa-5e850a88fd10|Device Size Text, specify|""|""|545 cc
c3e8de4c-fb6e-4db2-a55b-41ff886b8e69|Device Size Text, specify|""|""|420 cc
1810c654-1682-4dee-ac2f-c4fe88124fb7|Device Size Text, specify|""|""|375 cc
45161664-311a-49c5-a827-60bc2172b542|Device Size Text, specify|""|""|285 cc
b7b1c963-f7d4-49c3-b2b9-9994ea600407|Device Size Text, specify|""|""|520 cc
bb54c1e7-da33-437f-b0c1-89c36e37d217|Device Size Text, specify|""|""|685 cc
d7cb1460-40bb-4031-9f06-66229ef62084|Device Size Text, specify|""|""|520 cc
587f7719-3d02-4505-876b-b5e6aa42d87d|Device Size Text, specify|""|""|175 cc
10df47f1-f8c3-4af9-aee8-85aba8eb9512|Device Size Text, specify|""|""|400 cc
007278b3-d4fa-4dc3-b78c-04722e2c54ae|Device Size Text, specify|""|""|235 cc
25ce58d1-7b15-4a0b-bf53-a869dad76e42|Device Size Text, specify|""|""|220 cc
6b532060-b8f5-47d0-a3a7-92be03c7bf1c|Device Size Text, specify|""|""|125 cc
1a3bf08a-6de6-43ef-95ed-8a33561ac221|Device Size Text, specify|""|""|610 cc
d685e5ca-c787-46e6-b82a-478fd3d44c78|Device Size Text, specify|""|""|410 cc
e98b186e-5493-470f-af3a-3dbb7f412971|Device Size Text, specify|""|""|230 cc
913dd2a0-c3c3-4018-b374-a3280c05f6f1|Device Size Text, specify|""|""|545 cc
79027f99-f1f9-4e07-bb49-6946f589eb5d|Device Size Text, specify|""|""|525 cc
e1b8905a-68bc-4904-ad1c-9173a46844bc|Device Size Text, specify|""|""|495 cc
fd3207e3-2dac-49ce-90ab-ab133de949e7|Device Size Text, specify|""|""|470 cc
a823bb70-a3ef-4fdb-88f1-682a7ce6ca69|Device Size Text, specify|""|""|445 cc
b2553946-a63e-41ec-b9c6-8fae1f08d83a|Device Size Text, specify|""|""|340 cc
d42bcae3-7ac4-4049-a770-a0a44189c567|Device Size Text, specify|""|""|285 cc
8df9a8e2-6af7-45ed-9188-ac38f688ae40|Device Size Text, specify|""|""|650 cc
e9059c6b-ccc8-4b39-8c98-548ba3a9585e|Device Size Text, specify|""|""|335 cc
0b788faf-5573-4b50-85bb-67a497b67787|Device Size Text, specify|""|""|295 cc
0121ec2a-252f-4238-988f-4ad98cb46e66|Device Size Text, specify|""|""|220 cc
51016622-3199-4559-8c58-66c12a508de2|Device Size Text, specify|""|""|685 cc
5d3d6a52-dc81-4f43-98c5-3e81d02326ac|Device Size Text, specify|""|""|520 cc
181ec0ed-45ec-4837-a632-2dbfcd2287ad|Device Size Text, specify|""|""|485 cc
a3798726-02ea-4113-b744-0f18e988e6ad|Device Size Text, specify|""|""|345 cc
26823545-a174-47e6-b30a-cb7ce3669e61|Device Size Text, specify|""|""|240 cc
cc62452b-b4f9-4487-b9d7-37864a77cfb2|Device Size Text, specify|""|""|210 cc
eb3db175-edd0-4533-974c-57473110124c|Device Size Text, specify|""|""|175 cc
500fc317-51d4-42e5-ac40-fe18dbc9810a|Device Size Text, specify|""|""|440 cc
73b99b72-7cf6-4423-a9b2-1c2cf7ffb264|Device Size Text, specify|""|""|300 cc
7d230638-64b6-4663-9832-199d047cb419|Device Size Text, specify|""|""|510 cc
9caadbd1-eb9b-4bc8-8c85-d751fbc48ec4|Device Size Text, specify|""|""|290 cc
5cd27afa-e2d1-443e-8b10-8fdb7237a5a8|Device Size Text, specify|""|""|260 cc
020ece01-59e9-45c1-8d97-8a9bbe32c3c4|Device Size Text, specify|""|""|140 cc
6572fb5c-6d9d-455d-8f72-3a2a68ec8305|Device Size Text, specify|""|""|650 cc
352de8a3-7b2c-4541-8fbd-a7890ab53564|Device Size Text, specify|""|""|560 cc
a48214c1-8037-4365-a558-da7e57b1b42a|Device Size Text, specify|""|""|470 cc
fa8e7699-f240-47ef-a176-9d197e19198c|Device Size Text, specify|""|""|375 cc
d106a5dd-625e-4a01-9f94-a3f18f3b742d|Device Size Text, specify|""|""|695 cc
5496b164-d74c-4fb1-8cb9-ed51425373d1|Device Size Text, specify|""|""|325 cc
95e27a5a-3924-41dd-ab55-5ed3211481e7|Device Size Text, specify|""|""|265 cc
4dfb81ea-f4e3-4dfd-ba3e-4f011009f69b|Device Size Text, specify|""|""|520 cc
d1818774-7423-4f46-9722-efeac53e15a9|Device Size Text, specify|""|""|485 cc
258cd8b9-2f9d-464b-bf6c-1482a5fb5f8c|Device Size Text, specify|""|""|255 cc
c3ceb91e-6e6d-49e4-a2e1-d383a257e340|Device Size Text, specify|""|""|240 cc
b550029d-ec3f-471c-8e79-18b5660e60c2|Device Size Text, specify|""|""|195 cc
92085fd4-9ecd-486d-a90d-06f1c71a72d9|Device Size Text, specify|""|""|540 cc
fa206aa4-7d95-48d4-b737-57f579e0139e|Device Size Text, specify|""|""|125 cc
30d4fbb5-5f74-4c40-99d1-3482c885b127|Device Size Text, specify|""|""|410 cc
2384b393-775d-47b1-8fc6-2ef1a1a2bc9a|Device Size Text, specify|""|""|350 cc
a0b30e81-a5f5-45de-a2d2-3c645f1edce2|Device Size Text, specify|""|""|700 cc
3048de6e-bc21-4de3-a2ba-693532a06755|Device Size Text, specify|""|""|650 cc
f816b9bc-eb7c-45d0-a23e-4d60997899ae|Device Size Text, specify|""|""|580 cc
0bd20d3d-3ce3-4843-a2cd-98b8e964cd56|Device Size Text, specify|""|""|445 cc
d439518b-1035-4c2f-b7da-8b551061fc88|Device Size Text, specify|""|""|420 cc
739df681-92b6-4ef8-bae8-e7def861e7ad|Device Size Text, specify|""|""|310 cc
97c48be0-6446-4fd2-9692-6bf9e591b7be|Device Size Text, specify|""|""|450 cc
73e2c685-7685-4455-aa7a-b015903c13be|Device Size Text, specify|""|""|385 cc
33c46977-7bf3-40e9-833d-f847771e6564|Device Size Text, specify|""|""|345 cc
937197eb-6e0a-4210-a929-10a70ca36de6|Device Size Text, specify|""|""|335 cc
658cb444-737d-48a3-aa92-e6eeafeed850|Device Size Text, specify|""|""|295 cc
325b9cf2-370b-4b38-8609-267fd3c8b8c7|Device Size Text, specify|""|""|220 cc
6c2b3999-935e-45cb-9e6b-ac4bd5acf6f2|Device Size Text, specify|""|""|520 cc
355adf0f-5413-4c34-80b1-1d6db37029dd|Device Size Text, specify|""|""|445 cc
5d8550ec-6584-4917-91b8-98d1e1691d02|Device Size Text, specify|""|""|345 cc
7e4059eb-7544-42f6-9ef7-dc35c1a4ec5e|Device Size Text, specify|""|""|295 cc
37830e65-4789-4c89-bde4-dd5f988dd7b4|Device Size Text, specify|""|""|275 cc
5da37da9-c583-40c1-a9d2-1b1284623d54|Device Size Text, specify|""|""|210 cc
34e9c23e-fb91-471f-9c17-b50f7c85af71|Device Size Text, specify|""|""|400 cc
43fcd6ea-1e94-4dba-ba16-4d7a7d9ba52b|Device Size Text, specify|""|""|360 cc
bb078c5a-d081-460b-80d1-ff46ecd56ce8|Device Size Text, specify|""|""|320 cc
0e31141d-e0e1-4efb-9c6d-07f744f30cbb|Device Size Text, specify|""|""|280 cc
a5a909a9-97a5-470b-89c0-f4a8ba782c98|Device Size Text, specify|""|""|165 cc
088895d0-74c8-4208-b7ea-fd6e2395ab35|Device Size Text, specify|""|""|125 cc
c578bd7f-93af-42a3-bb8b-41c726fad9d8|Device Size Text, specify|""|""|320 cc
a4c2e240-b711-49e5-b805-eb24feb0fbab|Device Size Text, specify|""|""|290 cc
e6984929-4a70-4e4e-a442-b3340d702a7c|Device Size Text, specify|""|""|260 cc
c011c2b2-74e0-433c-95a7-bb1a4ca8b0a7|Device Size Text, specify|""|""|125 cc
99fea389-3d39-47bc-93ea-dd6a4b19d428|Device Size Text, specify|""|""|620 cc
03c1a7a8-09ee-4d7e-b237-efc391facc4d|Device Size Text, specify|""|""|520 cc
61d59139-c670-4fee-85ec-b1e0415782c8|Device Size Text, specify|""|""|290 cc
f5356d4d-da0e-483b-9614-173a3fe672e3|Device Size Text, specify|""|""|255 cc
8a1680e2-59db-44c7-9c95-84a93794f538|Device Size Text, specify|""|""|195 cc
c47da346-4566-4d3f-9ac7-babb316af708|Device Size Text, specify|""|""|165 cc
ec5a4a83-e721-4d05-b040-f26d037393a6|Device Size Text, specify|""|""|170 cc
cd798906-7956-46dd-91f3-378429bd1ede|Device Size Text, specify|""|""|580 cc
1f2e0d93-33a0-4544-beb9-a11318979207|Device Size Text, specify|""|""|255 cc
721fe770-d285-44ec-b753-a16c0ae3d12f|Device Size Text, specify|""|""|165 cc
41c01394-b833-4a7c-9209-7de498863f6c|Device Size Text, specify|""|""|405 cc
17500919-97f6-46f1-83a5-a32a2027e37f|Device Size Text, specify|""|""|225 cc
b054dcfd-0b34-4c16-ab94-43c368d5ea71|Device Size Text, specify|""|""|145 cc
02014d4a-7cf9-462f-88fc-a970adc042a6|Device Size Text, specify|""|""|320 cc
9bfa9053-150d-44c8-b695-46b417413f69|Device Size Text, specify|""|""|250 cc
abdff92f-8474-4d12-82dc-6e2c5e7d7380|Device Size Text, specify|""|""|595 cc
8fe94273-d434-440f-b9b5-ce7bf4e4a7ec|Device Size Text, specify|""|""|175 cc
6601eec8-ea03-4eea-a3ec-ca098d4bd6f3|Device Size Text, specify|""|""|150 cc
f53e307f-ece0-4038-b34c-868b0fb4abcd|Device Size Text, specify|""|""|560 cc
8c58e2b6-0d77-4d49-8260-bca89fd380af|Device Size Text, specify|""|""|360 cc
73093fb5-f8ad-4f72-9301-6a567175029d|Device Size Text, specify|""|""|315 cc
1086fd52-4339-493e-984d-554b7745a8dd|Device Size Text, specify|""|""|280 cc
bf0cf157-70b3-4d9a-b6b4-c5a736348b72|Device Size Text, specify|""|""|270 cc
8eb48e5e-52a0-431e-a95c-8f9a711313ce|Device Size Text, specify|""|""|235 cc
767d8d6a-35ab-4735-b9e7-8c92e549ebcd|Device Size Text, specify|""|""|220 cc
cb1ba862-198c-4d72-88be-926d7613f2e1|Device Size Text, specify|""|""|185 cc
3ea113e9-bcdb-49a0-8bd7-f5ce51acd614|Device Size Text, specify|""|""|550 cc
31ccf9ed-f88d-46fe-b7bc-e25a68754dbf|Device Size Text, specify|""|""|440 cc
d2113753-9e5d-4a92-8dfd-6a4cd9292e4f|Device Size Text, specify|""|""|666 cc
bb5be541-55dc-48ff-bc29-7d3ef9cf79d6|Device Size Text, specify|""|""|547 cc
cdd4afa3-56ae-44b3-8378-57836180ffab|Device Size Text, specify|""|""|253 cc
a80912d6-a320-40f0-80ef-3718ff52c260|Device Size Text, specify|""|""|167 cc
a78a485c-030a-4523-ad9e-69d2952a2e67|Device Size Text, specify|""|""|390 cc
55612cb6-3e85-467a-a4c6-e77fa127a917|Device Size Text, specify|""|""|360 cc
8f502f49-3ab3-44a0-a0cd-2b96f5f8dd00|Device Size Text, specify|""|""|180 cc
8e6960aa-1a4e-4cc4-8354-308f10e6a891|Device Size Text, specify|""|""|600 cc
ccec1ce2-1f13-47f8-b892-1ba5409b2725|Device Size Text, specify|""|""|550 cc
179169d4-1388-4f8f-a1e4-f62c34ce8398|Device Size Text, specify|""|""|460 cc
03b20875-e91c-4cff-9703-c6b78cff9ede|Device Size Text, specify|""|""|320 cc
b46b45ee-6357-4be8-b806-786d6e0322bb|Device Size Text, specify|""|""|280 cc
1cc4f6ed-2a5f-47e3-8933-7b29952ba64c|Device Size Text, specify|""|""|160 cc
05959f9c-c196-4e04-b193-4a6b0d84c907|Device Size Text, specify|""|""|500 cc
769f3dfa-8601-466e-991b-c40cb8bac760|Device Size Text, specify|""|""|400 cc
79b2629c-deb7-4b5a-a305-68770a08c783|Device Size Text, specify|""|""|340 cc
79ef0ff2-9968-4392-9e94-c6a5ae4d39c1|Device Size Text, specify|""|""|260 cc
e84088da-26d2-45fd-9a98-3b13474e76b8|Device Size Text, specify|""|""|120 cc
cc0c8ee2-dce7-4da1-8b3c-cbc3c4e7458c|Device Size Text, specify|""|""|80 cc
34695aad-1984-41cb-8b79-b9bf1628641a|Device Size Text, specify|""|""|700 cc
da5f01b6-4a7e-4851-b80b-b920e13bd9b4|Device Size Text, specify|""|""|650 cc
7ee0233b-0b88-4b14-8d29-ae5c1403531d|Device Size Text, specify|""|""|500 cc
f3a34ea4-5e22-4720-ac83-1dfa127ca887|Device Size Text, specify|""|""|475 cc
f08413fd-bd6b-4936-8cf4-bfe207d96169|Device Size Text, specify|""|""|425 cc
e2caf7bd-447a-401d-ac8d-f44e67964a6f|Device Size Text, specify|""|""|400 cc
f0b01b41-a855-49cf-8666-558a6ca029ab|Device Size Text, specify|""|""|325 cc
3ad3b444-3643-4123-b328-1fdfb896ddcc|Device Size Text, specify|""|""|200 cc
2a1787ba-44c3-47d8-8759-3f7a20ee4761|Device Size Text, specify|""|""|140 cc
c9481788-dbb3-4120-b951-b8af49538b89|Device Size Text, specify|""|""|492 cc
f49fe462-5765-4453-8b0f-d77102f2ca35|Device Size Text, specify|""|""|371 cc
39a4fab3-06c0-457e-8cfc-c8b104691b68|Device Size Text, specify|""|""|194 cc
6ba66fe6-cfb4-4d24-9d66-f9eaad26e1c4|Device Size Text, specify|""|""|800 cc
74a094ee-91e6-4a51-bae7-b49ae6b08462|Device Size Text, specify|""|""|600 cc
8072cd06-0d4e-4b4a-b047-1e4cedf9d098|Device Size Text, specify|""|""|450 cc
26a6965a-1b82-4827-b3a5-611386c2adee|Device Size Text, specify|""|""|180 cc
39647823-8e17-4a0d-a2af-be40daeb5df8|Device Size Text, specify|""|""|120 cc
fd603881-1999-4303-a628-50d5c6ad8595|Device Size Text, specify|""|""|545 cc
0fd2bbf2-384e-4e25-917f-72fd5948cade|Device Size Text, specify|""|""|495 cc
b9e0e3a8-1498-4ae9-8e60-da62d4750997|Device Size Text, specify|""|""|310 cc
c5d644ce-cce5-45e7-94a5-914faa7c12d0|Device Size Text, specify|""|""|255cc
bf33f2e0-5f1a-4c80-b045-b414094da690|Device Size Text, specify|""|""|745 cc
56f1d73c-2cd4-43ca-855e-b0e114688d90|Device Size Text, specify|""|""|605 cc
96f4d959-3240-4ae1-ab7d-2fd01945b37c|Device Size Text, specify|""|""|220 cc
bcaeeffb-817d-4326-87ad-12c501607418|Device Size Text, specify|""|""|560 cc
43339b1a-51a9-49e5-b72e-37cfe35ba69d|Device Size Text, specify|""|""|520 cc
78e9fa95-2edc-496f-8f22-897470c5106b|Device Size Text, specify|""|""|485 cc
1fd8c2ef-c7c7-4537-863b-4534cec44f10|Device Size Text, specify|""|""|310 cc
f480e6cb-6641-417d-95a2-67ed7d6538af|Device Size Text, specify|""|""|210 cc
e8a535cd-a10b-4787-acfc-e8ca1cb46c32|Device Size Text, specify|""|""|195 cc
46699bbd-ba95-4ebc-9cbb-43c6d3065a22|Device Size Text, specify|""|""|400 cc
3832f9ac-3b12-41e0-a25e-83b868b8b4ef|Device Size Text, specify|""|""|205 cc
b551dea0-db4a-4a31-b16d-f94f1857706a|Device Size Text, specify|""|""|Volume: 650 cc
d68c7c75-15e0-4c27-a70f-6cb98f1a1246|Device Size Text, specify|""|""|Volume: 575 cc
25c0154d-2399-4417-ad93-c3eb889ba2cf|Device Size Text, specify|""|""|Volume: 540 cc
73fac4fa-258c-4456-9d09-e03c3bc238d2|Device Size Text, specify|""|""|Volume: 325 cc
b83f14f8-df4b-4963-bd3d-4a91cc729780|Device Size Text, specify|""|""|Volume: 255 cc
af22cb53-e63e-45e8-9567-9b01153df561|Device Size Text, specify|""|""|Volume: 135 cc
9390c67c-ef38-418a-80b9-daa643979359|Device Size Text, specify|""|""|Volume: 095 cc
8da3e348-a751-4947-8393-3f8ad153a9fd|Device Size Text, specify|""|""|Volume: 590 cc
638fdb07-08b6-41df-9435-4afec4f2b8fe|Device Size Text, specify|""|""|Volume: 535 cc
1665066e-8e98-4bb4-926b-0381a9771704|Device Size Text, specify|""|""|Volume: 385 cc
50431e26-3fd4-4762-9984-cae558242f32|Device Size Text, specify|""|""|Volume: 240 cc
c83cf205-eb4d-4e40-a36d-86fa919e8711|Device Size Text, specify|""|""|Volume: 225 cc
073141ed-f573-4cd2-b503-98977a65d895|Device Size Text, specify|""|""|Volume: 650 cc
d0135b39-b10a-48a6-931c-d130aed8f12c|Device Size Text, specify|""|""|Volume: 470 cc
fe33f2c5-071d-4ae4-86c6-26087447c07b|Device Size Text, specify|""|""|Volume: 435 cc
7410f7dc-4a3e-44c8-aeb2-85d3d534c43e|Device Size Text, specify|""|""|Volume: 235 cc
f4d488da-2e43-492f-b0af-3484687488d8|Device Size Text, specify|""|""|Volume: 195 cc
283e8bc0-c4b2-496d-bd40-aa3f5c3fe815|Device Size Text, specify|""|""|Volume: 175 cc
7d7cdafe-e303-48b6-98fc-ad5021d61d94|Device Size Text, specify|""|""|Volume: 505 cc
fd81502a-51ff-4fc6-bfa7-00f0f0885cdd|Device Size Text, specify|""|""|Volume: 280 cc
ba9ac6a0-ae5e-46e9-9d5e-a9d261e550ab|Device Size Text, specify|""|""|Volume: 255 cc
3bd3ffaa-0e09-41b5-a743-fbd07c0a1da1|Device Size Text, specify|""|""|Volume: 205 cc
6684696d-5697-4667-bb62-2119c48ce494|Device Size Text, specify|""|""|Volume: 190 cc
a5dac4e4-77cb-4916-a5c3-e80c847b1e7b|Device Size Text, specify|""|""|Volume: 545 cc
dacb397c-0705-4351-912c-e53dc8241852|Device Size Text, specify|""|""|Volume: 510 cc
07572448-c663-41c1-b151-46921a5c1e18|Device Size Text, specify|""|""|Volume: 440 cc
3a1bc9bb-a733-4dcc-b187-09bda1a461a2|Device Size Text, specify|""|""|Volume: 345 cc
7f30c1af-b036-4165-b09c-999decb93207|Device Size Text, specify|""|""|Volume: 285 cc
db916950-1191-40ff-a847-fbdf3d407fef|Device Size Text, specify|""|""|Volume: 445 cc
7c283d01-9cc6-4cf6-97e7-0ec63df37d54|Device Size Text, specify|""|""|Volume: 320 cc
9b6aaccf-8f26-4229-b463-c4e4d438f8c0|Device Size Text, specify|""|""|Volume: 525 cc
e99bed87-674b-4761-9530-da81f20d782f|Device Size Text, specify|""|""|Volume: 280 cc
ca55ba9e-f738-47fb-aec0-8986463be394|Device Size Text, specify|""|""|Volume: 190 cc
9cfb5f4c-915e-438a-9e91-7e1627a62f0a|Device Size Text, specify|""|""|Volume: 220 cc
a8816383-d500-457a-a121-12b1bba178d2|Device Size Text, specify|""|""|Volume: 190 cc
c8969ec7-9f99-4817-946e-a3567d52455f|Device Size Text, specify|""|""|Volume: 525 cc
9bfef53b-7916-45a9-b5f2-dbe181e1d713|Device Size Text, specify|""|""|Volume: 215 cc
fff8b6aa-aa79-4af3-b751-8c9ddc05596f|Device Size Text, specify|""|""|Volume: 245 cc
945b2280-219f-4b81-adf3-7ec76889dcc3|Device Size Text, specify|""|""|Volume: 440 cc
4e1d40d4-bc14-48c1-9e86-193e20fd4d57|Device Size Text, specify|""|""|Volume: 320 cc
079107a8-1ef3-431e-8fcf-b21a8856272b|Device Size Text, specify|""|""|Volume: 190 cc
bc3cfc01-3819-4f63-9b49-ca8b7d3292c9|Device Size Text, specify|""|""|Volume: 310 cc
ac9b5b36-bb48-4503-8910-433f38dd7f81|Device Size Text, specify|""|""|Volume: 275 cc
2954756f-927f-41ec-8bb5-58f3e3d5fcb5|Device Size Text, specify|""|""|Volume: 270 cc
113326e6-71d2-402d-8896-1aae1d65c3fb|Device Size Text, specify|""|""|Volume: 220 cc
5c45a1f4-f260-406e-82ad-5307768e2724|Device Size Text, specify|""|""|Volume: 600 cc
d546a327-6b00-4982-9b1c-55b795e9d79b|Device Size Text, specify|""|""|Volume: 210 cc
77418326-e555-45c0-a0a4-43fe40b91d99|Device Size Text, specify|""|""|Volume: 480 cc
ac8d99bb-058b-48e2-8604-861abb91707c|Device Size Text, specify|""|""|Volume: 385 cc
9ab2da1a-919f-4b30-ac71-c38e5332f27c|Device Size Text, specify|""|""|Volume: 215 cc
0ba150fc-7c0c-4522-8c61-c28e26641787|Device Size Text, specify|""|""|Volume: 175 cc
2a683de4-69e7-4298-a241-ed654f19bc58|Device Size Text, specify|""|""|Volume: 415 cc
843b3792-8f00-470f-98b8-9094d8fb6f96|Device Size Text, specify|""|""|Volume: 330 cc
931a0821-8dc8-4ad3-8832-147cc48bb95c|Device Size Text, specify|""|""|Volume: 255 cc
f9b666ed-1946-46cf-8798-cfdbccfa8ccf|Device Size Text, specify|""|""|Volume: 280 cc
6f905c0f-f0ab-47c3-ac3f-138c12fd8e6c|Device Size Text, specify|""|""|Volume: 250 cc
61ca7cb3-c0c3-417d-96ab-8cccbce5f418|Device Size Text, specify|""|""|Volume: 695 cc
7d522e0b-d7ce-4b07-8f19-c4b928c0e368|Device Size Text, specify|""|""|Volume: 495 cc
e6712152-c3e2-4b26-a7f2-04ff77354689|Device Size Text, specify|""|""|Volume: 465 cc
31c5e6f1-482a-4a27-a2cc-c1d34b56e853|Device Size Text, specify|""|""|Volume: 375 cc
2f700235-ac42-4ec8-b60d-825ffc641622|Device Size Text, specify|""|""|Volume: 285 cc
babf4da5-bdcc-45e8-9e69-e9b6a2af11e8|Device Size Text, specify|""|""|750 cc
647beb02-0697-45b7-8a9c-3d2c020d5199|Device Size Text, specify|""|""|615 cc
5e6d5513-f88c-4364-bd1d-7407a9360aec|Device Size Text, specify|""|""|205 cc
dd7a0719-3730-4efa-8aae-8d9b45647167|Device Size Text, specify|""|""|770 cc
541555f7-d4c1-4955-a47a-594bbb09b3e3|Device Size Text, specify|""|""|650 cc
191e5772-bd09-4ba6-9b31-7e2cf9415d91|Device Size Text, specify|""|""|560 cc
8a1e56a9-3d11-4e4f-8dcc-30e5e83ca6f1|Device Size Text, specify|""|""|385 cc
8cb3e1c0-b422-47e8-8775-695dde944d7a|Device Size Text, specify|""|""|365 cc
332a6d14-cedd-4581-922f-88feedac483b|Device Size Text, specify|""|""|325 cc
9d775532-2964-440b-99c7-609ead522e87|Device Size Text, specify|""|""|600 cc
460b85ec-82a1-4360-abc0-84c55fef55a7|Device Size Text, specify|""|""|445 cc
88d9e7b1-e4a7-4555-9840-919aa9a37cfd|Device Size Text, specify|""|""|345 cc
7abab9df-d51b-4c58-934c-50e2bb4d714a|Device Size Text, specify|""|""|295 cc
413e263f-0fb3-444f-a819-45289941376c|Device Size Text, specify|""|""|255 cc
9d6b2478-2fba-4255-b96d-a79a391323a2|Device Size Text, specify|""|""|340 cc
fdbff470-f646-4104-bc36-2891b2ba5be8|Device Size Text, specify|""|""|265 cc
3bfe12b6-6690-4e0d-8303-34092b58b68b|Device Size Text, specify|""|""|165 cc
09bd92ba-c3bd-49df-8ce6-813f1c599ced|Device Size Text, specify|""|""|510 cc
ee3b2ca4-9c11-452d-8641-2f85708260cd|Device Size Text, specify|""|""|200 cc
e4abca2a-52fe-4b6a-80a0-fac15b0a1fc5|Device Size Text, specify|""|""|580 cc
847af88a-c449-4143-86e3-27a8c2db082b|Device Size Text, specify|""|""|545 cc
0bb6c64a-2d54-4917-abf4-67ce50797181|Device Size Text, specify|""|""|495 cc
03ba7ba2-6a51-4166-897f-49c0e7c50909|Device Size Text, specify|""|""|445 cc
ad3a4702-23cf-47ba-868b-18614a22bcce|Device Size Text, specify|""|""|340 cc
423e5547-4248-4211-b773-47f351c939d3|Device Size Text, specify|""|""|255 cc
460f438f-798c-45f8-b785-7d9a6442ba12|Device Size Text, specify|""|""|695 cc
c7e73fa8-3b35-497a-85bb-43d583f34ce6|Device Size Text, specify|""|""|335 cc
069f24be-2abf-46ca-8e94-affacb2b5114|Device Size Text, specify|""|""|295 cc
ed53b3fe-498c-4094-920f-f374850a5ebf|Device Size Text, specify|""|""|640 cc
63755a6b-8e16-41f5-9a1f-44c6ad2dafe6|Device Size Text, specify|""|""|175 cc
c7a271c9-74c4-44e6-86dc-c5a8b6fffa52|Device Size Text, specify|""|""|440 cc
1fafba4c-a92f-4c0c-896d-a574c58c7dce|Device Size Text, specify|""|""|145 cc
164d3632-62d2-43c9-93a0-118d1e08b8cb|Device Size Text, specify|""|""|125 cc
