PrimaryDI|sizeType|size (Unit)|size (Value)|sizeText
b3dec262-0b0f-4450-ab3c-575e2bc1746c|Device Size Text, specify|""|""|700 cc
6774df76-3c46-4f9c-bf60-afdcf077180d|Device Size Text, specify|""|""|304 cc
a0cda6ae-c1a8-4047-b4ea-29057fbf06b3|Device Size Text, specify|""|""|234 cc
7b3843e7-4369-47cd-9c14-1469c95c623a|Device Size Text, specify|""|""|700 cc
4aa7c721-d2c1-450c-8212-4dd4f23bca5c|Device Size Text, specify|""|""|650 cc
7433fc5b-385d-420f-80e5-06029d5eecf9|Device Size Text, specify|""|""|510 cc
e4698a1c-7502-4f1d-97b6-401b06dae3cc|Device Size Text, specify|""|""|480 cc
c49e42f3-988c-446d-8c0d-94e822e03f6d|Device Size Text, specify|""|""|420 cc
db47a2db-fa34-4e81-82bd-1138ed01bb36|Device Size Text, specify|""|""|330 cc
78d84fc8-12cf-4a91-ac37-d06391e40e9b|Device Size Text, specify|""|""|300 cc
74dda34d-2bfd-488d-b5e6-e0ca6239946e|Device Size Text, specify|""|""|150 cc
0440fcdf-7c66-45a0-9f27-d586313c8443|Device Size Text, specify|""|""|560 cc
b80572a4-44ff-4664-a958-a3796bffe4a9|Device Size Text, specify|""|""|420 cc
f6fa6453-6d28-4781-af9d-2c5f5757c76a|Device Size Text, specify|""|""|400 cc
e8a30ec4-80f3-4b06-b278-7fbcf925989e|Device Size Text, specify|""|""|285 cc
96bfe4b8-e369-499e-939b-73fd1ad28813|Device Size Text, specify|""|""|695 cc
1ea4e451-52e4-493d-b55d-83d5c9c7c251|Device Size Text, specify|""|""|485 cc
632b38d3-aeab-4fa7-b0af-e0433bfbc2e3|Device Size Text, specify|""|""|415 cc
27ef7bb7-0d77-482b-bc73-5fcba305d2cd|Device Size Text, specify|""|""|345 cc
6e2e7789-7f4b-4a73-a8d7-48e6e2b4e91b|Device Size Text, specify|""|""|140 cc
5d121032-0082-4aef-be67-6a08fcb10596|Device Size Text, specify|""|""|590 cc
641e14de-35ea-41ae-af21-bd21c7971ea2|Device Size Text, specify|""|""|540 cc
ef97638b-853c-4f58-b580-8c01541c66f4|Device Size Text, specify|""|""|360 cc
f3af2529-6f36-4d65-8782-7ea7ad368e0c|Device Size Text, specify|""|""|300 cc
aaf3a96c-645b-4b41-bd28-bf57af47a532|Device Size Text, specify|""|""|280 cc
70260626-66d3-4453-8d7c-5b016f16b1bd|Device Size Text, specify|""|""|250 cc
5eb4b889-2920-4416-8925-dfd9bfcc1214|Device Size Text, specify|""|""|235 cc
1c1c5040-bb4f-40dc-b57b-9c2e964c55cd|Device Size Text, specify|""|""|145 cc
f4ccfc51-941e-448f-952f-f29281a655a3|Device Size Text, specify|""|""|560 cc
6269e91c-73a8-4b6f-9a18-bb9b39c5abb9|Device Size Text, specify|""|""|350 cc
47ba5308-b81b-4729-923c-f82ab4088a8d|Device Size Text, specify|""|""|260 cc
82b9a607-2fe6-4aa1-a6ad-2af1d7ffaeb4|Device Size Text, specify|""|""|140 cc
aa028998-3c90-43f3-b31c-2b7442ba4848|Device Size Text, specify|""|""|750 cc
c59048f5-5495-4a53-ba39-2096e7d7703d|Device Size Text, specify|""|""|650 cc
8f55ff08-e428-4f8b-a7cb-5f5670540bec|Device Size Text, specify|""|""|525 cc
be4d1ecd-4390-4da9-9c81-0f0f3d6c5221|Device Size Text, specify|""|""|770 cc
9bd994fc-4b8b-4ab3-b609-a8cc386ac213|Device Size Text, specify|""|""|745 cc
6a5d40fd-3755-48c8-9bc3-7868f2072607|Device Size Text, specify|""|""|605 cc
dbe7dcec-1df8-4387-b52a-65fc2efb4438|Device Size Text, specify|""|""|450 cc
10e50c9b-fcde-4e8e-aa0f-ba503a20716d|Device Size Text, specify|""|""|240 cc
8b8ceb5c-452c-40de-9649-94312f36ba4e|Device Size Text, specify|""|""|220 cc
122c2f8c-d19c-47ab-811e-35525cdb8762|Device Size Text, specify|""|""|560 cc
021e6ab4-55d6-4372-899d-e7dd78a99395|Device Size Text, specify|""|""|405 cc
e111c962-86d8-40f8-b1a2-d35516a3b6c2|Device Size Text, specify|""|""|375 cc
6bc19be5-18ef-409a-b2a2-6580f16e92cc|Device Size Text, specify|""|""|310 cc
0707da00-bf8a-422b-9b2b-bf32d4be2ed5|Device Size Text, specify|""|""|255 cc
84a18e72-c242-4c2f-8e9e-755eebb9ed77|Device Size Text, specify|""|""|195 cc
d3f84fdc-61b8-43ad-85b0-8e3a09f02249|Device Size Text, specify|""|""|340 cc
dcc4ead1-678a-4571-81ce-af0944ab54a9|Device Size Text, specify|""|""|300 cc
a649a881-3b84-48f0-9c75-497aefb95ab6|Device Size Text, specify|""|""|235 cc
cf11d0e2-82da-4cfe-9446-6cd6304caaa2|Device Size Text, specify|""|""|260 cc
3214b88e-40ef-400c-a6fc-4eaa6f0d3ef9|Device Size Text, specify|""|""|125 cc
0cc2c591-6c67-4e2e-9536-0001bc70a9ed|Device Size Text, specify|""|""|445 cc
1283be9b-f994-4f88-ae66-45e41a5229cf|Device Size Text, specify|""|""|205 cc
37dccfe2-f89d-4946-9083-5717e5e90728|Device Size Text, specify|""|""|770 cc
7529ada8-28d5-4699-9c95-de4d87a915ed|Device Size Text, specify|""|""|695 cc
986ed734-80fc-4284-8f8d-60176eaf23ec|Device Size Text, specify|""|""|450 cc
1e81953f-c57e-4416-a8b9-3fe922f9a35b|Device Size Text, specify|""|""|415 cc
c480e4c1-22a5-4e00-a841-87b40cc33ad6|Device Size Text, specify|""|""|345 cc
70cf7465-9fa2-4f8f-a98f-7f78401bd43c|Device Size Text, specify|""|""|295 cc
f1677f8a-331a-4a43-8deb-75e0d28ef19a|Device Size Text, specify|""|""|195 cc
99f8c4f3-a40f-477b-8362-328133748f7f|Device Size Text, specify|""|""|140 cc
e1dab67c-a65a-4aa1-b178-4908bfdaa2ad|Device Size Text, specify|""|""|590 cc
e255e741-048d-4e0b-94e4-58e319b24c93|Device Size Text, specify|""|""|320 cc
5ec6abdc-f275-44a4-9b26-04086f99b905|Device Size Text, specify|""|""|300 cc
2d2fa133-2c3d-4ae8-8d0c-6884048a292f|Device Size Text, specify|""|""|265 cc
0cbc0e1e-2c0c-4cce-8edc-f4ee43bc245c|Device Size Text, specify|""|""|250 cc
24d9bcf6-0d0f-466e-b2fe-e5eb446de359|Device Size Text, specify|""|""|460 cc
99f5819e-4653-45a2-a72a-7e814125eb52|Device Size Text, specify|""|""|350 cc
9c9a74cd-a2a2-422b-aa38-98f85ab437e9|Device Size Text, specify|""|""|170 cc
288d2da3-e318-4e42-a0a1-825ead223ede|Device Size Text, specify|""|""|560 cc
6e88bf7b-2909-44ca-b112-489c878422e2|Device Size Text, specify|""|""|375 cc
194fe420-105f-43d4-b026-014bc719cb4c|Device Size Text, specify|""|""|310 cc
c3308de8-0a8b-4a81-8088-e02519f0741d|Device Size Text, specify|""|""|255 cc
f492b648-00da-47a9-8b23-a98d8a6bfab0|Device Size Text, specify|""|""|225 cc
103861a6-0507-4136-95f1-06e5eb478583|Device Size Text, specify|""|""|770 cc
85da9f8b-6cbf-4a2a-814a-d820c5a82734|Device Size Text, specify|""|""|745 cc
54d4a6e9-976b-46d4-84fa-bd7d693ad363|Device Size Text, specify|""|""|240 cc
